user_000020	27	f	Europe	151 111 33 9 15 3 0 6 51 140 197 263 364 495 507 426 255 218 170 184 174 293 326 277	508 459 912 676 1148 801 164	508 362 908 257 396 151 450 317 282 434 441 162	0 0 0 0 0 0 1256 2720 615 77 0	
user_000021	27	m	North America	4241 4798 4918 4072 1682 554 244 190 177 162 179 509 1665 2720 4264 5130 4212 4890 5793 5769 4556 3043 2687 3991	8815 9940 10321 10653 9926 10127 10664	4752 5057 6172 5925 5481 7206 5670 6982 6758 6019 5782 4642	0 0 0 0 0 11962 18352 15481 14636 10015 0	
user_000022	38	m	Europe	2152 1716 981 365 136 76 66 109 550 1810 3044 3542 3349 2965 2609 2543 2615 2928 3377 3528 3701 3741 3016 2555	11557 5180 6012 4599 6521 6447 11158	5399 3609 5713 2648 4394 3139 4141 3644 4776 3415 3757 6839	0 0 0 0 0 0 12467 16988 15635 6384 0	
user_000023	--	f	Europe	0 0 0 0 3 57 38 140 285 696 1289 1876 2629 3007 3341 3700 4351 4884 5206 4666 3699 1790 333 20	5957 5884 5170 5835 4422 8037 6705	4003 3306 4538 3455 3063 1840 2241 3329 2821 3960 4807 4647	0 0 0 0 0 0 0 7820 27027 7163 0	
user_000024	25	f	North America	881 880 963 970 959 952 889 810 804 729 721 658 599 584 539 569 656 796 926 931 825 773 905 877	2585 3088 2780 1987 2755 2442 3559	1931 4728 1852 561 3868 2106 998 1137 115 911 530 459	0 0 0 0 0 0 0 15541 3511 144 0	
user_000025	19	--	Europe	793 436 219 155 132 166 205 245 314 529 980 1463 1982 2528 2742 3319 3466 3462 3506 3413 3310 2594 1900 1223	5640 5834 5415 5487 5061 5920 5725	4432 3216 3068 2437 1803 2409 1952 2584 3410 3417 5278 5076	0 0 0 0 0 1518 20126 8965 8160 313 0	
user_000026	22	m	Middle East	2082 1926 1729 1633 1656 1709 1605 1571 1537 1638 1663 1778 1735 1776 1798 1694 1885 1932 2044 2239 2323 2430 2582 2343	5646 6783 6600 8041 5974 5864 6400	6226 5785 5855 6263 5524 2574 1204 1274 226 430 2328 7619	0 0 0 0 0 14 14424 15489 15380 1 0	
user_000027	24	m	North America	40 61 274 341 221 214 305 277 125 30 0 0 0 54 65 22 31 132 150 278 375 408 259 105	505 549 333 521 500 589 770	81 163 132 429 371 198 661 534 339 327 244 288	0 0 0 0 0 239 316 1080 2131 1 0	
user_000028	20	m	Europe	42 0 0 0 1 3 11 9 58 191 375 525 617 573 694 755 1047 1363 1970 1842 1446 1043 591 128	2373 1939 1901 1796 1514 1605 2156	2098 1513 1519 1847 1123 244 409 226 592 398 1237 2078	0 0 0 0 0 1542 8287 2952 164 339 0	
user_000029	--	m	North America	3194 2068 1248 1036 1170 1493 1644 1428 1058 812 499 391 364 308 371 485 1379 2834 3481 2994 2681 3561 3593 3738	2630 6393 8578 8144 7116 6153 2816	5597 5322 2588 2789 4460 3581 4401 3376 3390 2277 1955 2094	0 0 0 0 0 0 15507 13501 10001 2821 0	
user_000030	--	--	--	863 955 861 848 972 1110 848 602 530 217 340 496 492 431 542 632 798 817 815 772 790 847 736 836	2671 2433 2486 2457 2461 2311 2331	1433 1157 1653 1297 475 1790 1786 904 1385 1490 1634 2146	0 0 0 0 0 0 0 0 11610 5540 0	
user_000031	38	--	North America	1889 1639 1653 2122 2623 2347 1682 1278 1184 1115 1055 892 835 756 829 1027 1132 1436 1732 1663 1727 1873 1940 1886	6331 6505 4151 4201 4617 6722 3788	1177 1647 1626 6061 4964 1258 2757 1272 4221 6626 2325 2381	0 0 0 0 0 0 10312 16395 8990 618 0	
user_000032	23	m	Europe	676 477 309 309 232 750 1866 1591 841 614 402 365 225 325 385 489 458 400 396 395 484 579 769 739	2213 1790 1626 1868 1887 2295 2397	467 653 1850 1180 1508 1814 1060 375 1155 1557 1586 871	0 0 0 0 0 275 2954 4879 5095 873 0	
user_000033	20	f	Europe	4256 4311 4177 4130 4043 3938 3878 3685 3479 3438 3460 3346 3540 3753 3873 3789 4152 4230 4676 4688 4527 4482 4391 4194	13784 14733 15411 12990 12554 13494 13470	16092 10262 9332 10988 7750 4156 2007 7740 10218 5889 3891 8111	0 0 0 0 0 1852 52615 25455 12456 4058 0	
user_000034	35	f	South America	137 117 42 34 34 39 16 22 38 15 30 199 1345 2670 2712 2278 1925 1939 1760 1343 1102 900 510 211	326 3346 4105 3978 3584 3684 395	1219 665 896 1064 682 1472 2054 1070 2672 3450 2446 1728	0 0 0 0 0 3665 5897 6211 3544 101 0	
user_000035	22	m	Australia	294 539 758 839 845 795 747 785 744 752 657 485 361 246 159 113 46 19 9 15 33 33 59 125	1537 1271 1363 1127 1282 1182 1696	484 818 1276 1243 584 825 929 640 506 705 961 487	0 0 0 0 0 0 0 0 7138 2320 0	
user_000036	21	f	North America	259 235 279 449 345 368 232 80 2 3 0 0 121 51 76 52 88 119 184 241 267 267 253 271	890 705 540 402 587 387 731	334 474 420 296 299 502 464 282 146 125 450 450	0 0 0 0 0 0 0 1 2669 1572 0	
user_000037	--	m	North America	101 9 0 0 0 3 15 273 489 662 723 749 690 591 41 0 12 9 53 150 228 375 577 480	388 910 1159 1288 982 1029 474	907 1267 1183 1088 75 0 0 0 0 0 439 1271	0 0 0 0 0 0 0 0 1711 4519 0	
user_000038	29	m	Europe	905 930 851 631 790 814 756 639 470 460 569 839 1280 1186 800 421 221 70 72 142 94 190 523 720	2350 2084 2248 1894 1701 1809 2287	1532 1078 1465 1486 965 705 940 677 791 1554 1492 1688	0 0 0 0 0 0 0 2646 9048 2679 0	
user_000039	21	m	Europe	708 530 328 151 59 48 48 84 75 259 852 1534 1643 1485 1117 898 601 554 544 441 409 360 540 731	2325 2583 2045 2156 2316 1522 1052	881 538 503 303 394 1786 2466 1717 1060 2173 952 1226	0 0 0 0 0 0 11380 2618 0 1 0	
user_000040	21	f	Europe	11 22 15 3 10 14 32 102 281 686 900 1094 1451 1707 1860 2165 1611 2097 2153 1368 780 452 103 56	2343 2935 2939 2367 3088 2751 2550	1524 1436 993 1586 2130 1834 1542 1789 2442 1317 1088 1292	0 0 0 0 0 0 4456 5768 6605 2144 0	
user_000041	30	m	Europe	722 612 598 499 363 232 178 168 246 272 410 639 725 706 741 597 543 628 627 456 392 450 650 677	1941 1563 1541 1616 1926 1600 1944	1653 801 477 648 465 639 741 1141 1619 727 707 2513	0 0 0 0 0 1386 4451 2281 3473 540 0	
user_000042	24	f	North America	231 162 105 126 173 254 250 145 20 0 0 0 22 34 25 116 76 69 91 149 127 114 101 150	311 256 349 437 426 383 378	86 33 53 37 1 10 1085 992 74 35 37 97	0 0 0 0 0 0 2271 219 50 0 0	
user_000043	26	f	North America	378 379 562 632 524 268 241 154 83 60 55 53 116 226 270 303 437 609 498 550 500 441 523 509	1165 1283 1279 1209 821 1504 1110	885 811 1167 1533 990 91 126 327 598 232 463 1148	0 0 0 0 0 0 3220 2398 2752 1 0	
user_000044	21	f	Europe	0 0 0 0 0 1 16 148 499 975 1000 611 705 1004 1133 1129 1149 1311 1359 995 506 394 211 23	2470 1900 1636 1607 1759 1844 1953	1667 1140 1310 768 1915 1800 1115 463 1583 419 517 472	0 0 0 0 0 0 0 5140 6126 1903 0	
user_000045	29	m	South America	19 28 36 40 38 24 19 9 17 16 10 3 6 16 22 54 58 77 86 59 46 27 78 49	197 157 84 72 57 91 179	0 0 0 1 0 0 510 22 0 0 257 47	0 0 0 0 0 0 836 0 0 1 0	
user_000046	24	m	Europe	211 157 59 39 14 0 0 0 5 23 92 163 290 419 309 345 364 269 236 250 326 318 366 295	707 703 674 688 638 644 496	237 564 837 602 40 151 169 173 486 488 380 423	0 0 0 0 0 0 0 0 2270 2280 0	
user_000047	19	f	Europe	63 20 5 1 0 26 67 94 175 257 372 507 656 818 620 611 759 715 590 549 493 293 126 78	942 1410 1221 1407 1373 703 839	664 893 224 206 564 318 484 529 638 1162 1593 620	0 0 0 0 0 0 2915 4825 154 1 0	
user_000048	33	m	Europe	0 0 0 0 0 0 0 0 29 105 122 67 19 72 109 79 45 0 0 0 0 0 0 0	0 64 23 121 186 253 0	630 0 0 0 0 1 0 0 0 0 0 16	0 0 0 0 0 0 16 630 0 1 0	
user_000049	--	--	--	58 45 32 17 26 23 14 4 19 23 17 20 14 9 1 2 16 18 21 39 43 38 40 43	104 74 72 105 85 100 42	143 83 16 12 19 8 5 13 37 11 71 164	0 0 0 0 0 0 232 327 22 1 0	
user_000050	24	f	Europe	182 66 49 50 46 83 171 358 285 439 505 549 585 615 592 729 648 859 1314 1606 1515 1148 886 493	2035 1802 2614 2146 1741 1731 1704	1679 1437 1526 1527 113 211 145 165 3241 1032 2361 336	0 0 0 0 0 0 6374 5988 1205 206 0	
user_000051	25	f	South America	460 527 832 969 696 492 231 43 3 0 16 49 188 309 313 393 265 498 826 965 879 588 581 415	1292 1573 1540 1880 1352 1234 1667	1165 817 1347 1509 407 648 658 105 607 1284 532 1459	0 0 0 0 0 0 0 1606 8288 644 0	
user_000052	20	m	Europe	159 193 300 657 932 1139 1307 1267 1516 1861 1853 1947 2147 2497 2624 2835 2963 2843 1960 841 399 259 230 182	5097 4676 5192 4836 5054 3492 4564	4221 2851 3346 4687 3956 2180 0 0 1250 1902 3292 5226	0 0 0 0 0 0 4898 16576 5532 5905 0	
user_000053	29	m	Europe	621 636 696 600 594 568 732 736 600 676 712 689 615 667 691 896 728 692 683 542 671 614 563 607	1890 2455 2388 2390 2409 2243 2054	1686 1007 1548 1379 901 2294 1066 515 1228 1074 1169 1962	0 0 0 0 0 1056 2917 3034 6276 2546 0	
user_000054	28	m	South America	1979 1727 1664 1643 1184 760 539 410 340 298 426 2911 7164 9671 9209 6014 5559 9311 9661 8502 5907 2756 1669 1627	6291 16204 15531 15572 15582 15068 6683	8608 7180 7837 8367 7279 8483 8236 8740 4678 6391 6845 8287	0 0 0 0 0 9937 10225 30855 24124 15790 0	
user_000055	21	m	Europe	691 598 498 378 310 318 261 238 296 447 509 709 685 697 806 822 831 857 927 841 880 871 893 856	2092 2023 2233 2208 2404 2313 1946	3758 3452 2246 573 804 0 0 0 0 0 720 3666	0 0 0 0 0 0 1583 2757 3322 7557 0	
user_000056	22	m	North America	740 761 765 768 482 344 303 228 119 79 80 91 179 295 491 618 788 886 878 937 1026 1076 931 782	1934 2422 1812 2185 1627 2100 1567	718 1467 941 1068 3546 1935 990 636 536 855 523 432	0 0 0 0 0 0 8700 1408 2904 635 0	
user_000057	17	m	Europe	1 0 0 0 0 4 28 20 16 28 72 41 63 49 27 88 101 67 61 78 108 154 86 28	207 138 283 134 142 111 105	0 0 0 0 0 1 0 445 674 0 0 0	0 0 0 0 0 0 1119 1 0 0 0	
user_000058	24	f	Europe	18 13 0 0 0 0 0 0 0 10 59 193 258 385 413 434 521 481 432 374 344 276 149 93	686 394 826 541 672 576 758	169 157 908 387 414 359 203 454 433 457 312 200	0 0 0 0 0 0 3080 1335 37 1 0	
user_000059	24	f	North America	325 215 213 222 224 156 97 85 72 41 34 30 46 446 1102 1500 1581 786 321 251 263 277 347 352	534 1537 1778 1958 1280 1489 410	519 1307 1110 1019 1112 499 13 633 683 915 564 612	0 0 0 0 0 1375 5163 1232 1215 1 0	
user_000060	22	f	North America	1313 1657 1909 2124 1837 1582 1233 871 709 566 461 441 421 462 601 654 777 853 993 996 1059 961 951 1082	3980 3522 3416 3255 3838 2769 3733	3858 2313 1365 4748 2118 236 1676 1424 750 2190 2068 1767	0 0 0 0 0 3480 17061 3597 374 1 0	
user_000061	--	--	--	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 3 0 0 0	6 0 0 0 1 0 2	0 0 0 0 8 0 0 1 0 0 0 0	0 0 0 0 0 0 0 8 1 0 0	
user_000062	26	--	Middle East	673 310 89 33 17 2 7 21 49 48 133 144 201 298 265 149 176 246 372 461 830 1148 1175 1059	1540 1246 1285 1280 867 804 884	261 300 866 1211 1309 485 555 451 930 557 630 351	0 0 0 0 0 4872 2354 337 343 0 0	
user_000063	22	f	Europe	0 0 0 0 15 55 176 404 461 615 776 933 1036 705 666 537 719 579 475 455 300 289 139 3	809 1985 1233 1551 1609 1236 915	1117 615 1143 1160 401 713 227 696 683 945 949 689	0 0 0 0 0 0 0 1861 5142 2335 0	
user_000064	21	m	Europe	584 261 111 46 55 33 90 273 673 1045 1545 1945 2011 2235 2543 2904 3397 3338 2949 2614 2029 1414 1006 927	4263 5312 5394 5183 4952 4429 4495	4150 5975 4564 2708 3057 1231 1349 1545 3016 2201 2809 1423	0 0 0 0 0 89 8927 7847 12679 4486 0	
user_000065	35	m	North America	335 251 220 170 253 343 327 229 145 141 131 103 69 148 306 457 569 558 511 367 289 223 244 251	1629 1416 828 478 686 678 925	940 956 960 904 39 0 0 0 0 764 1064 1013	0 0 0 0 0 0 0 0 2841 3799 0	
user_000066	20	f	North America	79 119 56 64 29 20 19 5 0 0 1 0 1 7 26 64 75 46 38 47 27 122 202 62	232 151 52 166 96 110 302	68 14 40 0 502 173 149 40 21 50 32 20	0 0 0 0 0 0 949 11 32 117 0	
user_000067	36	m	North America	2107 1812 1405 1018 603 403 343 325 327 326 328 449 2152 3076 3657 4112 3818 3796 4544 4865 4050 2976 2597 2288	1366 7675 9899 10435 9816 9728 2458	3969 3687 3982 3450 3878 3493 3843 3637 4189 6198 6621 4430	0 0 0 0 0 7864 9199 15773 13144 5397 0	
user_000068	--	--	--	2907 2685 2561 2410 2251 2160 2076 1975 1935 1976 1973 2124 2943 4146 4554 4538 4547 4433 4269 3955 3889 3591 3345 3121	6274 9684 12485 11420 12183 13489 8829	4277 13616 14011 10031 4522 5882 6159 3162 2857 3524 2959 3364	0 0 0 0 0 0 0 0 51500 22864 0	
user_000069	23	m	North America	2351 2392 2270 2655 2884 2453 1574 976 643 500 464 469 471 768 1133 1542 1820 1691 1719 1540 1730 1828 1944 2104	4693 5622 6010 5979 5927 5126 4564	5047 4642 5495 2616 2107 3005 1966 1707 2195 2864 2997 3280	0 0 0 0 0 5039 13150 11856 5164 2712 0	
user_000070	--	f	Europe	157 35 15 22 26 69 167 298 797 1515 1593 1429 1341 1096 1073 968 895 972 893 1183 1224 1187 879 476	2737 2537 2939 2707 2207 2526 2657	444 548 80 574 1805 2602 1358 3354 4422 1855 562 706	0 0 0 0 0 0 0 12674 5086 550 0	
user_000071	7	m	Europe	0 1 0 0 0 1 0 8 12 43 65 104 105 149 184 278 241 209 420 422 387 300 174 47	523 530 499 288 431 374 505	592 948 365 192 215 238 189 35 45 88 10 233	0 0 0 0 0 169 2827 122 31 1 0	
user_000072	25	f	Europe	89 75 38 26 50 134 391 1018 1327 1545 1768 2034 2289 2240 1562 727 467 604 952 1274 1284 874 426 178	1740 3575 3757 3077 3833 2867 2523	2269 2348 3594 2270 1131 1157 1668 710 1103 1301 1502 2319	0 0 0 0 0 0 1171 6929 8007 5265 0	
user_000073	34	m	Europe	14 6 3 0 0 1 27 30 52 105 223 257 162 364 454 404 420 221 110 42 30 29 36 20	49 434 447 567 591 722 200	0 282 1329 1331 68 0 0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 3010 0	
user_000074	35	m	Middle East	2951 2316 1944 1582 1767 1846 1592 1815 1743 2082 2532 2578 2539 2458 2721 3998 5610 5272 4901 4730 4603 4356 4158 3630	11739 11802 11140 11218 10495 8443 8887	7781 6159 2950 3132 4506 5152 8697 4863 8531 8425 5859 7669	0 0 0 0 0 15968 13997 14175 20567 9017 0	
user_000075	20	f	Europe	1037 440 168 81 4 18 244 471 966 1594 1794 1334 1164 1073 1093 1313 1501 1580 1919 2526 2947 2923 2615 1813	4017 4617 4119 5423 4356 4460 3626	4134 3434 3744 2349 2369 1580 1391 1865 2117 2198 3061 2376	0 0 0 0 0 0 2992 11890 12651 3085 0	
user_000076	38	m	Europe	48 50 54 18 10 67 203 208 231 391 563 536 566 548 540 640 544 554 711 860 753 623 291 78	1735 1175 1098 1134 973 1100 1872	1132 823 866 1048 1196 416 694 401 114 251 1481 665	0 0 0 0 0 319 1914 3343 2576 935 0	
user_000077	--	--	--	17 0 1 0 0 0 3 10 17 18 13 17 18 31 41 24 13 18 19 26 40 37 50 36	0 40 96 114 176 23 0	0 0 50 372 0 0 0 15 0 0 7 5	0 0 0 0 0 0 378 20 0 51 0	
user_000078	27	f	Europe	132 43 6 0 0 0 0 37 151 399 697 937 1089 1271 1271 1057 855 1015 975 946 980 819 524 305	2355 1875 1399 1878 1691 1793 2518	1065 879 1106 1475 1318 2029 1811 684 1024 1399 354 365	0 0 0 0 0 1052 9567 2855 34 1 0	
user_000079	--	f	North America	482 233 66 69 66 11 0 0 0 0 0 22 296 845 1240 1122 1098 1202 829 684 787 719 651 552	2216 1954 1357 1234 1582 1228 1403	730 1205 967 1003 0 481 1603 1463 753 712 884 1173	0 0 0 0 0 0 0 0 7069 3905 0	
user_000080	--	--	--	95 83 82 49 58 40 56 57 67 51 64 78 99 106 110 99 100 110 132 134 128 106 121 99	282 380 200 436 250 259 317	25 0 0 36 187 4 0 224 1599 6 3 40	0 0 0 0 0 0 1872 251 1 0 0	
user_000081	34	f	North America	1 8 34 5 4 20 21 0 0 0 0 0 0 2 40 113 80 63 90 91 112 99 27 19	93 58 116 44 343 125 50	0 0 0 0 1 5 595 228 0 0 0 0	0 0 0 0 0 0 0 0 828 1 0	
user_000082	20	f	Europe	106 42 22 10 0 0 0 3 74 283 563 1062 1201 893 907 897 1086 1248 1774 1775 1502 1584 1051 421	2770 2531 2138 1818 2052 2497 2698	2078 1925 2710 1908 1082 1312 497 639 589 1036 1087 1641	0 0 0 0 0 0 0 877 13232 2395 0	
user_000083	19	f	Europe	468 346 275 252 236 238 190 308 506 757 715 474 372 554 636 712 748 872 771 566 674 653 712 589	1624 1968 2029 2081 2006 1462 1454	996 925 1203 700 782 1602 677 652 1081 1476 1488 1042	0 0 0 0 0 0 0 0 8754 3870 0	
user_000084	18	m	South America	3043 2787 2696 2485 1937 1310 736 341 175 101 64 57 117 333 884 1114 1396 1513 1384 1608 1616 1701 2078 2672	4514 4558 3897 4325 4707 4984 5163	3836 3182 1918 1671 3458 1521 1917 3103 2806 3071 2259 3406	0 0 0 0 0 673 6288 12059 8954 4174 0	
user_000085	18	f	Europe	99 47 35 30 15 8 18 49 112 349 693 977 1311 1530 1661 1427 1299 1365 1157 1082 703 610 417 204	2114 1965 2047 1706 2082 2417 2867	1032 2454 2625 1836 1399 1747 1300 790 437 497 701 380	0 0 0 0 0 0 0 0 12928 2270 0	
user_000086	27	f	--	1091 634 364 215 101 115 46 78 139 379 628 946 926 889 1150 1284 1362 1415 1250 997 1040 1151 1220 976	3137 3010 2177 3194 2152 2130 2596	1918 2279 1787 1701 871 1082 526 1114 1369 2918 1069 1762	0 0 0 0 0 0 0 4083 12075 2238 0	
user_000087	18	f	Europe	135 50 23 4 3 68 126 258 455 591 655 761 729 1041 1223 1511 1699 1816 2057 2483 2183 1476 845 420	3770 2640 3031 3181 2337 2884 2769	1815 774 1760 1755 859 767 1362 1470 2097 2653 2260 3040	0 0 0 0 0 0 0 7641 9987 2984 0	
user_000088	25	m	Middle East	1 0 0 0 0 0 0 3 31 25 12 15 28 14 14 14 9 27 11 10 12 13 37 21	30 25 93 63 50 18 18	3 0 155 25 73 41 0 0 0 0 0 0	0 0 0 0 0 293 3 0 0 1 0	
user_000089	27	f	North America	4765 5299 5551 3924 2175 647 84 26 21 66 358 298 652 967 1537 2179 2360 1911 2203 2413 2519 2483 2446 3256	5218 8302 8589 8112 7814 5195 4910	4120 3880 4840 5092 4370 4128 4197 3552 3534 3426 3403 3598	0 0 0 0 0 412 15653 14457 13846 3772 0	
user_000090	20	m	Europe	463 303 143 29 50 19 48 62 72 172 266 375 525 579 682 945 1008 1147 967 1033 1068 931 837 834	1862 1797 1858 1753 1863 1943 1482	1398 1658 1087 710 718 841 1041 1593 531 676 1115 1190	0 0 0 0 0 0 0 8548 3963 47 0	
user_000091	27	f	Europe	79 49 49 55 49 48 49 147 661 1359 1975 2255 2104 2016 2105 1909 1377 620 344 267 297 281 223 118	825 2709 3692 3911 3785 3011 503	515 606 1302 2420 1756 1065 1172 1464 2127 2086 2564 1359	0 0 0 0 0 0 0 4089 11042 3305 0	
user_000092	30	m	Middle East	57 8 0 0 1 39 92 292 278 361 314 379 517 532 505 434 475 413 478 437 493 474 287 188	820 1165 813 1098 1002 1135 1021	575 431 875 956 636 698 209 157 318 490 740 969	0 0 0 0 0 362 904 0 3975 1813 0	
user_000093	20	m	Europe	2478 2321 1670 1115 637 548 442 535 389 513 670 826 1272 1553 1448 1794 2206 2702 2976 2792 2588 2614 2737 2807	6950 6336 5032 6425 4817 5054 5019	1489 3220 4683 2071 1114 5133 4140 3712 4496 4517 3427 1631	0 0 0 0 0 0 1 0 29064 10568 0	
user_000094	22	m	Europe	534 615 358 243 192 203 159 144 143 131 208 264 396 487 625 677 822 772 857 809 942 932 834 743	1394 2084 2087 1895 1930 1158 1542	2362 2244 1579 2180 0 0 0 0 0 210 2086 1429	0 0 0 0 0 0 0 0 3725 8365 0	
user_000095	4	f	--	2097 1517 1006 808 765 802 888 896 930 1151 1562 2038 2220 2226 2052 1807 1696 2096 2454 2911 3765 4284 4154 3220	6641 7397 7348 7554 6881 6766 4758	5385 4286 3960 5300 4113 4800 3663 2380 4051 3838 2508 3061	0 0 0 0 0 0 1 16621 19120 11603 0	
user_000096	25	f	Europe	0 0 0 37 54 43 121 366 1011 1747 1725 1342 983 1037 953 1073 1097 888 618 555 365 156 18 0	1275 1780 2608 2516 2130 2240 1640	630 865 1733 1364 1099 1757 1431 677 832 1205 875 1721	0 0 0 0 0 0 8188 3546 2178 277 0	
user_000097	--	m	Europe	1206 543 346 231 144 144 119 217 909 2573 4295 5720 6054 5687 5479 5421 5092 4906 4549 4222 4218 3825 3526 2426	6069 10270 12563 12586 12023 11564 6777	5252 4781 3935 9048 9214 6610 5039 4863 5083 5609 6515 5903	0 0 0 0 0 16551 15651 19086 15768 4796 0	
user_000098	--	f	Australia	0 0 1 14 12 16 26 31 59 63 63 14 0 0 0 0 0 0 0 0 1 0 0 0	167 31 54 10 38 0 0	0 0 0 178 122 0 0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 300 0	
